символизация,нормализованные потери,колесная база,длина,ширина,высота,снаряженная масса,объем двигателя,степень сжатия,городской режим,шоссейный режим
1.0,0.46601941747572817,0.072463768115942,0.4456721915285453,0.3239436619718302,0.0,0.46700832799487507,0.3923076923076923,0.6451612903225807,0.22727272727272727,0.2
1.0,0.46601941747572817,0.072463768115942,0.4456721915285453,0.3239436619718302,0.0,0.46700832799487507,0.3923076923076923,0.6451612903225807,0.22727272727272727,0.2
0.6,0.46601941747572817,0.2862318840579711,0.48987108655616923,0.52112676056338,0.3272727272727274,0.6431774503523382,0.5615384615384615,0.6451612903225807,0.13636363636363635,0.16
0.8,0.9611650485436893,0.47826086956521735,0.589318600368324,0.619718309859155,0.5,0.33183856502242154,0.23076923076923078,0.9677419354838711,0.36363636363636365,0.32
0.8,0.9611650485436893,0.46376811594202927,0.589318600368324,0.6478873239436624,0.5,0.643818065342729,0.43846153846153846,0.32258064516129037,0.09090909090909091,0.0
0.8,0.46601941747572817,0.47826086956521735,0.6022099447513815,0.6338028169014077,0.3909090909090913,0.4407431133888533,0.43846153846153846,0.48387096774193555,0.13636363636363635,0.12
0.6,0.46601941747572817,0.6123188405797102,0.8176795580110496,0.71830985915493,0.6272727272727278,0.791800128122998,0.6538461538461539,0.6451612903225807,0.18181818181818182,0.12
0.4,0.46601941747572817,0.6123188405797102,0.8176795580110496,0.71830985915493,0.6272727272727278,0.9039077514413837,1.0,0.32258064516129037,0.0,0.0
0.4,0.46601941747572817,0.6123188405797102,0.9060773480662985,0.859154929577465,0.445454545454546,1.0,1.0,0.32258064516129037,0.0,0.0
0.6,0.32038834951456313,0.2862318840579711,0.20810313075506462,0.25352112676056365,0.2909090909090912,0.035233824471492634,0.08461538461538462,0.8387096774193549,1.0,0.84
0.4,0.1553398058252427,0.2862318840579711,0.2615101289134441,0.25352112676056365,0.2909090909090912,0.057655349135169766,0.08461538461538462,0.8387096774193549,1.0,0.84
0.6,0.5145631067961165,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.18181818181818182,0.03651505445227418,0.08461538461538462,0.7774193548387098,0.9545454545454546,0.76
0.6,0.5145631067961165,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.18181818181818182,0.03651505445227418,0.08461538461538462,0.774193548387097,0.6818181818181818,0.64
0.6,0.5145631067961165,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.18181818181818182,0.1979500320307495,0.14615384615384616,0.1935483870967741,0.36363636363636365,0.32
0.6,0.8058252427184466,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.16363636363636402,0.09481101857783472,0.08461538461538462,0.774193548387097,0.6818181818181818,0.64
0.6,0.8058252427184466,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.16363636363636402,0.10890454836643178,0.08461538461538462,0.774193548387097,0.6818181818181818,0.64
0.6,0.8058252427184466,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.16363636363636402,0.10890454836643178,0.08461538461538462,0.774193548387097,0.6818181818181818,0.64
0.2,0.4368932038834951,0.6050724637681159,0.5524861878453038,0.39436619718309773,1.0,0.458680333119795,0.33076923076923076,0.48387096774193555,0.36363636363636365,0.32
1.0,0.7766990291262136,0.33695652173913077,0.5267034990791895,0.6338028169014077,0.1272727272727278,0.6354900704676489,0.5923076923076923,0.0,0.13636363636363635,0.08
0.8,0.6990291262135923,0.0,0.0,0.29577464788732377,0.18181818181818182,0.0,0.1,0.7096774193548385,0.6818181818181818,0.64
0.6,0.34951456310679613,0.25724637681159446,0.09944751381215478,0.3098591549295775,0.34545454545454585,0.011531069827033953,0.0,1.0,1.0,0.8
0.6,0.34951456310679613,0.25724637681159446,0.09944751381215478,0.3098591549295775,0.34545454545454585,0.07751441383728379,0.1,0.7096774193548385,0.6363636363636364,0.48
0.6,0.34951456310679613,0.25724637681159446,0.09944751381215478,0.3098591549295775,0.34545454545454585,0.0877642536835362,0.1,0.7096774193548385,0.6363636363636364,0.48
0.4,0.4368932038834951,0.35869565217391314,0.34622467771639054,0.3098591549295775,0.5181818181818184,0.12235746316463805,0.1,0.7096774193548385,0.6363636363636364,0.48
0.4,0.1262135922330097,0.35869565217391314,0.23020257826887655,0.29577464788732377,0.8636363636363636,0.1313260730301089,0.1,0.7096774193548385,0.6363636363636364,0.48
0.4,0.39805825242718446,0.35869565217391314,0.421731123388582,0.47887323943661997,0.4090909090909091,0.26713645099295324,0.23846153846153847,0.6451612903225807,0.5,0.44
0.4,0.39805825242718446,0.35869565217391314,0.421731123388582,0.47887323943661997,0.4090909090909091,0.30108904548366433,0.23846153846153847,0.6451612903225807,0.5,0.44
0.4,0.1941747572815534,0.35869565217391314,0.5672191528545121,0.47887323943661997,0.4818181818181822,0.31069827033952596,0.23846153846153847,0.6451612903225807,0.5,0.44
0.4,0.1941747572815534,0.35869565217391314,0.5672191528545121,0.09859154929577493,0.4818181818181822,0.3542600896860987,0.23846153846153847,0.6451612903225807,0.5,0.44
0.4,0.1941747572815534,0.35869565217391314,0.5672191528545121,0.47887323943661997,0.4818181818181822,0.4138372837924407,0.23846153846153847,0.6451612903225807,0.36363636363636365,0.24
0.6,0.4077669902912621,0.35869565217391314,0.45119705340699806,0.5915492957746475,0.20000000000000026,0.3036515054452274,0.23846153846153847,0.6774193548387096,0.4090909090909091,0.36
0.4,0.46601941747572817,0.27898550724637683,0.48066298342541414,0.0,0.4272727272727275,0.33183856502242154,0.24615384615384617,0.48387096774193555,0.36363636363636365,0.28
0.8,0.46601941747572817,0.34057971014492766,0.5156537753222835,0.47887323943661997,0.2363636363636365,0.5861627162075592,0.3076923076923077,0.7096774193548385,0.36363636363636365,0.28
0.6,0.3786407766990291,0.23550724637681153,0.2670349907918968,0.3380281690140849,0.4818181818181822,0.04548366431774504,0.09230769230769231,0.6451612903225807,0.6363636363636364,0.36
0.6,0.3786407766990291,0.23550724637681153,0.2670349907918968,0.3380281690140849,0.4818181818181822,0.051889814221652786,0.09230769230769231,0.6451612903225807,0.6818181818181818,0.64
0.6,0.3786407766990291,0.23550724637681153,0.2670349907918968,0.3380281690140849,0.4818181818181822,0.05509288917360666,0.09230769230769231,0.6451612903225807,0.6818181818181818,0.64
0.6,0.46601941747572817,0.23550724637681153,0.4088397790055251,0.3380281690140849,0.4818181818181822,0.08071748878923767,0.09230769230769231,0.6451612903225807,0.6818181818181818,0.64
0.6,0.46601941747572817,0.23550724637681153,0.4088397790055251,0.3380281690140849,0.4818181818181822,0.08392056374119154,0.09230769230769231,0.6451612903225807,0.6818181818181818,0.64
0.6,0.6213592233009708,0.44202898550724634,0.6114180478821365,0.661971830985915,0.445454545454546,0.36258808456117875,0.33076923076923076,0.5161290322580645,0.45454545454545453,0.4
0.4,0.4854368932038835,0.44202898550724634,0.6114180478821365,0.661971830985915,0.6090909090909093,0.37860345932094813,0.33076923076923076,0.5161290322580645,0.45454545454545453,0.4
0.6,0.6213592233009708,0.44202898550724634,0.6114180478821365,0.661971830985915,0.445454545454546,0.36258808456117875,0.33076923076923076,0.5161290322580645,0.45454545454545453,0.4
0.4,0.4854368932038835,0.44202898550724634,0.6114180478821365,0.661971830985915,0.6090909090909093,0.37860345932094813,0.33076923076923076,0.5161290322580645,0.45454545454545453,0.4
0.4,0.4854368932038835,0.44202898550724634,0.6114180478821365,0.661971830985915,0.6090909090909093,0.38821268417680976,0.33076923076923076,0.5161290322580645,0.45454545454545453,0.4
0.4,0.5145631067961165,0.6630434782608697,0.5598526703499079,0.6056338028169003,0.5090909090909093,0.5451633568225497,0.46923076923076923,0.32258064516129037,0.13636363636363635,0.2
0.6,0.46601941747572817,0.5833333333333335,0.6224677716390424,0.8732394366197177,0.5454545454545454,0.6989109545163357,0.46923076923076923,0.32258064516129037,0.13636363636363635,0.08
0.8,0.9320388349514563,0.25724637681159446,0.2338858195211789,0.36619718309859234,0.18181818181818182,0.06342088404868675,0.1,0.774193548387097,0.9545454545454546,0.76
0.8,0.9320388349514563,0.25724637681159446,0.2338858195211789,0.36619718309859234,0.18181818181818182,0.0800768737988469,0.1,0.774193548387097,0.6818181818181818,0.64
0.8,0.9320388349514563,0.25724637681159446,0.2338858195211789,0.36619718309859234,0.18181818181818182,0.1185137732222934,0.1,0.774193548387097,0.6818181818181818,0.64
0.6,0.9320388349514563,0.23188405797101463,0.2338858195211789,0.2816901408450701,0.18181818181818182,0.2088404868673927,0.14615384615384616,0.1935483870967741,0.36363636363636365,0.32
1.0,0.8543689320388349,0.35144927536231885,0.5230202578268877,0.5070422535211273,0.054545454545454675,0.3529788597053171,0.23846153846153847,0.16129032258064518,0.3181818181818182,0.32
1.0,0.8543689320388349,0.35144927536231885,0.5230202578268877,0.5070422535211273,0.054545454545454675,0.32607303010890454,0.33076923076923076,0.48387096774193555,0.4090909090909091,0.4
1.0,0.46601941747572817,0.33695652173913077,0.5267034990791895,0.6338028169014077,0.1272727272727278,0.649583600256246,0.5923076923076923,0.0,0.13636363636363635,0.08
1.0,0.46601941747572817,0.33695652173913077,0.5267034990791895,0.6338028169014077,0.1272727272727278,0.7059577194106342,0.5923076923076923,0.0,0.13636363636363635,0.08
1.0,0.46601941747572817,0.33695652173913077,0.5267034990791895,0.6338028169014077,0.1272727272727278,0.709160794362588,0.5923076923076923,0.0,0.13636363636363635,0.08
0.6,0.5825242718446602,0.35144927536231885,0.5119705340699817,0.5070422535211273,0.2545454545454549,0.34977578475336324,0.33076923076923076,0.48387096774193555,0.4090909090909091,0.4
0.6,0.5825242718446602,0.35144927536231885,0.5119705340699817,0.5070422535211273,0.2545454545454549,0.37540038436899426,0.33076923076923076,0.48387096774193555,0.4090909090909091,0.4
0.6,0.5825242718446602,0.35144927536231885,0.5119705340699817,0.5070422535211273,0.2545454545454549,0.3741191543882127,0.23846153846153847,0.16129032258064518,0.3181818181818182,0.32
0.2,0.6990291262135923,0.35144927536231885,0.5119705340699817,0.5070422535211273,0.2545454545454549,0.3741191543882127,0.23846153846153847,0.16129032258064518,0.3181818181818182,0.32
0.6,0.6116504854368932,0.2862318840579711,0.3812154696132599,0.2816901408450701,0.5181818181818184,0.04484304932735426,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.6,0.6116504854368932,0.2862318840579711,0.3812154696132599,0.2816901408450701,0.5181818181818184,0.06342088404868675,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.6,0.5533980582524272,0.2862318840579711,0.3812154696132599,0.2816901408450701,0.5181818181818184,0.07623318385650224,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.6,0.36893203883495146,0.2862318840579711,0.4714548802946591,0.2816901408450701,0.4272727272727275,0.1313260730301089,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.6,0.6116504854368932,0.2862318840579711,0.3812154696132599,0.2816901408450701,0.5181818181818184,0.08456117873158232,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.6,0.6116504854368932,0.2862318840579711,0.3867403314917126,0.2816901408450701,0.4090909090909091,0.133888532991672,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.6,0.5533980582524272,0.2862318840579711,0.3812154696132599,0.2816901408450701,0.5181818181818184,0.09737347853939782,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.6,0.36893203883495146,0.2862318840579711,0.4714548802946591,0.2816901408450701,0.4272727272727275,0.13965406790518897,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.8,1.0,0.30797101449275355,0.32780847145488046,0.2816901408450701,0.4090909090909091,0.1210762331838565,0.13846153846153847,0.774193548387097,0.6818181818181818,0.6
0.4,0.39805825242718446,0.38405797101449296,0.5303867403314918,0.47887323943661997,0.5363636363636369,0.32351057014734147,0.3153846153846154,0.48387096774193555,0.5,0.48
0.4,0.39805825242718446,0.38405797101449296,0.5303867403314918,0.47887323943661997,0.5363636363636369,0.3094170403587444,0.3153846153846154,0.48387096774193555,0.5,0.48
0.4,0.6116504854368932,0.5000000000000002,0.6832412523020255,0.661971830985915,0.5727272727272731,0.8174247277386291,0.7846153846153846,0.6451612903225807,0.045454545454545456,0.0
0.4,0.4174757281553398,0.5000000000000002,0.736648250460405,0.661971830985915,0.663636363636364,0.9461883408071748,0.7846153846153846,0.6451612903225807,0.045454545454545456,0.0
0.4,0.4174757281553398,0.5000000000000002,0.736648250460405,0.661971830985915,0.5727272727272731,0.795003203074952,0.7846153846153846,0.6451612903225807,0.13636363636363635,0.12
0.4,0.9320388349514563,0.7717391304347828,0.7753222836095761,0.9295774647887325,0.7181818181818187,0.769378603459321,0.3153846153846154,0.4516129032258066,0.13636363636363635,0.08
0.4,0.46601941747572817,1.0,1.0,0.9295774647887325,0.9000000000000005,0.9039077514413837,0.3153846153846154,0.4516129032258066,0.13636363636363635,0.08
0.4,0.9320388349514563,0.7717391304347828,0.7753222836095761,0.9295774647887325,0.7181818181818187,0.8046124279308136,0.3153846153846154,0.4516129032258066,0.13636363636363635,0.08
0.4,0.46601941747572817,1.0,1.0,0.9295774647887325,0.7181818181818187,0.9391415759128764,0.3153846153846154,0.4516129032258066,0.13636363636363635,0.08
0.4,0.9320388349514563,0.7717391304347828,0.7753222836095761,0.9295774647887325,0.7181818181818187,0.8046124279308136,0.3153846153846154,0.4516129032258066,0.13636363636363635,0.08
0.4,0.9320388349514563,0.7753623188405797,0.7753222836095761,0.9154929577464778,0.6545454545454548,0.8398462524023063,0.4230769230769231,0.0,0.09090909090909091,0.08
0.6,0.5242718446601942,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.18181818181818182,0.06342088404868675,0.08461538461538462,0.774193548387097,0.9545454545454546,0.76
0.6,0.5242718446601942,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.18181818181818182,0.1979500320307495,0.14615384615384616,0.1935483870967741,0.36363636363636365,0.32
0.6,0.8640776699029126,0.25724637681159446,0.2338858195211789,0.2816901408450701,0.16363636363636402,0.09481101857783472,0.08461538461538462,0.774193548387097,0.6818181818181818,0.64
0.6,0.8640776699029126,0.25724637681159446,0.41804788213628014,0.2816901408450701,0.18181818181818182,0.10890454836643178,0.08461538461538462,0.774193548387097,0.6818181818181818,0.64
0.6,0.8640776699029126,0.25724637681159446,0.41804788213628014,0.2816901408450701,0.18181818181818182,0.23830877642536835,0.14615384615384616,0.774193548387097,0.6818181818181818,0.64
0.2,0.08737864077669903,0.6050724637681159,0.5524861878453038,0.39436619718309773,1.0,0.458680333119795,0.33076923076923076,0.48387096774193555,0.36363636363636365,0.32
1.0,0.46601941747572817,0.33695652173913077,0.5267034990791895,0.6338028169014077,0.1272727272727278,0.6399743754003844,0.5923076923076923,0.0,0.13636363636363635,0.08
1.0,0.46601941747572817,0.10507246376811612,0.44751381215469627,0.4507042253521125,0.2545454545454549,0.6002562459961563,0.8846153846153846,0.8064516129032259,0.045454545454545456,0.12
1.0,0.46601941747572817,0.10507246376811612,0.44751381215469627,0.4507042253521125,0.2545454545454549,0.6002562459961563,0.8846153846153846,0.8064516129032259,0.045454545454545456,0.12
1.0,0.46601941747572817,0.10507246376811612,0.44751381215469627,0.4507042253521125,0.2545454545454549,0.6284433055733504,0.8846153846153846,0.8064516129032259,0.045454545454545456,0.12
1.0,0.8252427184466019,0.4528985507246375,0.7734806629834252,0.661971830985915,0.663636363636364,0.5374759769378603,0.3230769230769231,0.7451612903225809,0.22727272727272727,0.24
0.8,0.3786407766990291,0.4528985507246375,0.7734806629834252,0.661971830985915,0.663636363636364,0.561178731582319,0.3230769230769231,0.7419354838709681,0.22727272727272727,0.24
1.0,0.8252427184466019,0.4528985507246375,0.7734806629834252,0.661971830985915,0.663636363636364,0.5688661114670083,0.3230769230769231,0.7419354838709681,0.22727272727272727,0.24
0.8,0.3786407766990291,0.4528985507246375,0.7734806629834252,0.661971830985915,0.663636363636364,0.6015374759769379,0.3230769230769231,0.7419354838709681,0.22727272727272727,0.24
1.0,0.8252427184466019,0.4528985507246375,0.7734806629834252,0.661971830985915,0.663636363636364,0.6335682254964766,0.3230769230769231,0.6451612903225807,0.13636363636363635,0.16
0.8,0.3786407766990291,0.4528985507246375,0.7734806629834252,0.661971830985915,0.663636363636364,0.6585522101217168,0.3230769230769231,0.6451612903225807,0.13636363636363635,0.16
0.8,0.17475728155339806,0.25724637681159446,0.22651933701657476,0.22535211267605626,0.445454545454546,0.14798206278026907,0.13846153846153847,0.6451612903225807,0.6818181818181818,0.56
0.8,0.17475728155339806,0.25724637681159446,0.24493554327808487,0.25352112676056365,0.445454545454546,0.19282511210762332,0.2230769230769231,0.5483870967741934,0.45454545454545453,0.36
0.8,0.17475728155339806,0.24275362318840582,0.2338858195211789,0.2816901408450701,0.6272727272727278,0.2696989109545163,0.2230769230769231,0.5483870967741934,0.45454545454545453,0.36
0.4,0.3592233009708738,0.38405797101449296,0.5046040515653776,0.5070422535211273,0.33636363636363664,0.2088404868673927,0.2230769230769231,0.8064516129032259,0.7272727272727273,0.6
0.4,0.3592233009708738,0.38405797101449296,0.5046040515653776,0.5070422535211273,0.33636363636363664,0.23766816143497757,0.2230769230769231,0.8064516129032259,0.5454545454545454,0.44
0.4,0.3592233009708738,0.38405797101449296,0.5046040515653776,0.5070422535211273,0.33636363636363664,0.33376040999359385,0.2230769230769231,0.6451612903225807,0.45454545454545453,0.4
0.4,0.3592233009708738,0.3768115942028986,0.5046040515653776,0.5070422535211273,0.5,0.36258808456117875,0.2230769230769231,0.6451612903225807,0.36363636363636365,0.12
0.4,0.3592233009708738,0.3768115942028986,0.5046040515653776,0.5070422535211273,0.5,0.4426649583600256,0.2230769230769231,0.2258064516129033,0.36363636363636365,0.28
0.4,0.23300970873786409,0.3768115942028986,0.5322283609576427,0.5070422535211273,0.38181818181818206,0.3017296604740551,0.2230769230769231,0.6451612903225807,0.5454545454545454,0.4
0.4,0.23300970873786409,0.3768115942028986,0.5322283609576427,0.5070422535211273,0.38181818181818206,0.40743113388853297,0.2230769230769231,0.6451612903225807,0.4090909090909091,0.36
0.4,0.1941747572815534,0.3731884057971017,0.5340699815837936,0.5070422535211273,0.5545454545454547,0.3850096092248559,0.2230769230769231,0.6451612903225807,0.3181818181818182,0.28
0.4,0.1941747572815534,0.3731884057971017,0.5340699815837936,0.5070422535211273,0.5545454545454547,0.5323510570147342,0.2230769230769231,0.2258064516129033,0.3181818181818182,0.04
0.6,0.21359223300970873,0.3297101449275364,0.25966850828729265,0.25352112676056365,0.5181818181818184,0.10634208840486867,0.1,0.6451612903225807,0.8636363636363636,0.68
